size,type,weight,dist_f_ch,dist_ch_s,time_sec,bench_free,priority
big,iron,19.643318024717097,51,14,14470,6,1
small,iron,11.131820231801802,32,18,12614,4,3
small,iron,7.6777827954392555,20,17,1994,5,1
small,gold,7.106873203485043,31,25,8268,1,5
big,gold,19.613875881228896,9,5,12937,4,5
small,gold,10.938310872034783,29,20,18891,1,5
small,gold,10.141743779068873,44,30,6191,1,4
big,iron,14.317197991337785,46,17,10659,3,2
small,gold,5.8597073812992315,23,8,104,4,2
big,iron,14.701360565979561,28,28,8055,3,2
big,iron,18.13625997441442,35,8,11905,0,3
big,iron,15.864040882284266,8,27,2519,4,1
big,iron,11.261795916261846,38,20,17636,1,2
big,iron,6.742127869474,29,27,1691,0,3
small,gold,8.618640514662589,45,6,15226,0,5
small,iron,8.981372355353948,38,10,13396,2,3
big,gold,10.773841431380431,10,26,17172,0,5
big,iron,7.000203940672588,34,23,1105,4,3
big,iron,13.634808936693414,20,21,18967,0,4
big,iron,10.494670622260223,37,21,1640,2,1
big,gold,12.445562481537477,38,29,19377,10,2
big,iron,9.277046705872877,23,26,19230,4,5
small,gold,11.807950418282505,37,10,3573,3,3
small,iron,15.68974819331835,10,21,11863,0,2
small,gold,6.323355001425856,23,21,14243,0,5
big,iron,12.65141350458052,43,9,17886,5,3
big,iron,14.27492522477984,31,11,3997,4,2
big,gold,15.015141527731972,2,11,3388,10,2
big,gold,18.84188439232764,27,23,12055,4,4
small,iron,16.7168238020659,15,17,19003,0,5
small,gold,16.084920964237202,54,17,11498,4,1
big,iron,18.019998182710452,56,18,14139,2,1
small,iron,18.71635255547039,4,7,17204,4,5
small,gold,17.590237648335844,22,15,6311,2,3
big,iron,14.209923573233036,35,13,7982,4,1
small,gold,17.646459386454723,20,27,18112,5,2
small,iron,9.89618124228072,44,6,4400,5,3
big,gold,19.27965351776116,7,27,2092,3,2
small,iron,7.601931710869013,51,29,1101,1,1
big,gold,8.438222190542454,15,24,17896,3,5
small,iron,7.377883150104825,14,29,14664,2,4
big,gold,16.655202883049316,20,16,13221,1,5
small,iron,11.517424089623265,57,8,6573,4,1
small,gold,16.070455914524256,17,24,10172,0,4
small,gold,12.650974036866717,15,7,9921,2,5
big,iron,11.04913211370691,15,27,17609,4,3
big,iron,18.445651097202397,9,19,19464,5,4
small,gold,11.482167098975665,56,20,272,3,2
small,gold,14.275996192955596,40,18,12197,5,2
small,gold,17.878968481279482,34,20,11127,4,3
big,iron,8.188941366818845,8,27,12630,1,4
big,gold,11.040860384453843,3,10,10159,5,3
big,gold,7.173579141417904,18,17,19313,2,5
small,iron,13.140325963532497,56,13,3103,3,1
small,gold,16.84351890331708,32,8,4310,2,1
big,gold,5.82548258800872,49,22,5190,3,4
big,iron,5.904962521023305,18,17,13913,4,5
big,iron,16.117875813760932,6,28,3682,5,1
small,gold,15.643876319484962,13,10,5652,5,1
small,gold,11.032920001996848,14,22,4928,4,5
big,gold,10.41039630243636,36,24,5154,6,3
small,gold,9.230498510590298,11,13,14077,5,4
big,gold,5.9264150006875855,59,21,3559,0,3
small,gold,12.703239451888718,42,25,19302,5,3
small,gold,14.241128790828752,24,11,2050,2,4
big,iron,17.98045899764588,36,16,12998,2,3
big,gold,13.12791998742363,43,14,457,5,2
big,iron,7.279345527991749,46,13,11040,7,4
big,gold,9.622671867853605,1,16,522,5,4
big,gold,16.775355117744194,30,13,9849,4,3
small,iron,14.2728517819161,24,30,4352,3,2
big,gold,16.5666718763397,18,25,2798,1,4
big,iron,11.202293438180735,39,13,5715,5,2
big,iron,6.012758515138871,14,27,15006,3,2
big,gold,18.381911213565555,15,14,5842,4,2
small,gold,10.2382517822541,40,12,18236,2,4
small,iron,6.250760286150508,3,20,17307,5,3
small,gold,13.803318454736816,22,9,7464,4,4
small,gold,16.15942717828573,46,7,9006,1,3
small,iron,12.170055392992555,24,18,2326,1,2
small,iron,14.207927516765666,17,9,66,7,1
big,iron,11.258872271572786,12,26,13966,4,4
small,iron,17.20521669862574,29,13,16456,1,2
small,gold,16.755741486065176,47,6,14919,7,3
small,gold,15.79956707141158,5,17,12760,10,1
small,gold,5.298180794489488,37,17,2837,3,3
small,iron,12.74532648802332,47,9,13105,5,2
small,gold,16.780193804197843,13,4,4827,1,5
small,gold,8.673092010784345,41,8,17859,2,4
small,gold,8.88801825821288,25,19,6800,3,4
small,gold,18.563718688336067,1,16,929,2,3
big,iron,17.6257353654522,43,10,6470,0,1
small,iron,19.822008706045604,43,17,8356,2,2
big,gold,12.461324208952297,42,14,5514,2,5
small,gold,6.863539420933267,4,13,2401,1,5
small,gold,5.123800961840892,27,12,11726,2,4
small,gold,15.591997480756028,10,16,5767,2,5
big,iron,17.250088154682746,39,17,17025,9,1
big,gold,11.424295110280354,27,7,9269,2,5
small,iron,11.386954258723874,37,22,11733,4,1
small,iron,17.60405962729743,53,13,2757,2,1
small,gold,7.7907246187249655,5,6,3211,6,3
big,iron,5.951622859818554,14,9,15147,1,4
small,iron,19.485420826108648,35,21,2825,5,1
big,iron,13.135933375650627,56,19,15957,2,4
big,gold,16.5856369152296,2,11,19339,2,5
big,iron,19.321145124685764,51,18,7388,0,2
big,iron,17.156299792261663,48,24,171,5,1
small,gold,12.014131865811896,11,21,13146,2,4
big,iron,14.721786710649575,50,6,18692,0,4
small,iron,14.48368624547729,35,22,10120,1,4
big,gold,18.88294426977041,3,25,9305,2,5
small,gold,7.116178367324016,3,10,15292,4,5
small,iron,15.4357023059682,20,22,114,0,2
small,gold,17.94233835455512,32,17,6727,0,3
big,iron,10.386234761954015,47,6,4889,3,2
small,gold,15.624461025512387,6,28,73,2,3
big,iron,8.747693385009477,40,27,12323,5,1
small,iron,6.320490147717348,40,26,9935,4,1
small,gold,5.381083918951221,23,6,4148,3,5
big,iron,12.948930903838905,16,28,5315,2,4
small,gold,5.775019894386016,15,7,18468,3,5
big,iron,13.886411006028608,27,16,10779,3,5
small,iron,10.632867680504837,18,9,617,1,2
small,gold,5.103026059221504,34,18,5207,2,2
small,gold,8.397149598124754,7,9,6768,10,2
small,iron,16.076113142704127,42,16,16644,3,1
small,gold,10.681939862262741,60,28,6910,5,1
small,iron,15.883326551305956,13,21,9768,4,3
small,iron,17.224596467785304,41,15,14033,1,3
small,iron,16.95415457461574,44,11,1286,1,2
big,iron,15.059066355591542,33,8,19727,5,3
small,iron,16.19883470818395,18,28,2898,4,1
big,gold,13.546933070706057,60,18,18995,2,5
small,gold,11.971399541481059,38,29,12393,10,1
big,iron,5.925655087753964,22,24,8378,2,4
big,gold,19.626576572422486,16,6,18919,7,4
big,gold,17.603656379490065,53,30,12744,0,2
big,iron,15.07888172420876,44,24,13710,4,1
big,iron,14.66142059955082,54,20,18374,1,3
small,gold,13.65213801469484,45,19,5148,1,3
small,gold,6.416301262413423,7,7,15001,4,5
big,iron,9.791060349492348,47,19,4357,1,3
big,iron,10.094271461777955,60,7,3029,2,4
big,iron,16.905545686184528,1,22,8670,5,2
big,iron,14.074389383335337,45,29,18388,10,1
small,gold,10.972202448196848,48,16,13069,2,5
big,iron,9.921330185299336,21,24,8987,0,5
big,iron,17.808150956246827,52,18,3610,1,1
big,gold,16.784526747533373,24,7,8470,3,4
big,iron,17.19647755643482,25,16,13035,2,5
small,iron,10.931153641709248,4,25,1346,4,3
big,gold,12.188624529232674,22,29,8660,10,2
big,iron,13.59916349104996,47,6,17192,3,5
small,iron,7.877217063914456,33,20,679,3,2
small,iron,10.434202831702141,18,14,18289,3,3
small,iron,12.366886690724758,44,8,13096,1,3
small,iron,15.055628669164346,20,4,17901,3,3
big,gold,11.742497066344825,23,16,12611,5,4
big,gold,7.319065880892499,31,30,3876,4,3
small,iron,11.37660504075977,5,30,15699,8,1
big,iron,12.970539658500787,30,13,2188,5,1
small,gold,14.761614023461608,43,28,1237,2,2
small,gold,17.807090409978965,12,7,4446,3,2
big,gold,8.487459195903092,34,23,2026,5,2
small,gold,13.395922026018194,0,25,5036,2,5
small,iron,11.26061860631763,50,16,302,4,1
big,gold,15.304246251508044,43,15,6713,3,2
big,iron,18.11403387532275,44,12,18032,0,3
small,gold,12.156385514803887,26,20,10209,3,3
small,gold,17.662604994804052,36,22,14826,3,2
big,iron,5.030321372144495,43,27,19730,1,3
big,gold,18.68336272622737,22,17,9879,4,3
small,gold,16.82734195156588,23,11,7367,5,2
small,iron,7.007565930630249,19,23,12605,5,2
big,gold,15.129538321350637,22,18,4464,1,2
big,gold,12.713462099533501,41,22,19268,2,5
small,gold,19.56052166387055,55,8,4127,2,2
small,gold,9.56521595799879,13,15,18422,0,5
big,gold,14.13510468865356,16,26,11849,3,3
small,iron,12.842879602495385,2,4,6331,5,4
big,gold,8.316919608698916,23,12,13777,0,5
small,gold,17.205064868907396,48,18,14103,3,3
small,iron,16.14533539520586,21,17,9206,0,1
big,iron,13.16200727867152,0,19,10016,9,3
big,iron,19.160734224697805,11,23,16298,0,3
small,gold,18.899966170842653,13,20,14892,2,3
big,gold,17.26985464307046,12,28,307,1,3
small,gold,7.285717680785222,50,20,14644,2,5
small,gold,18.412307109802068,57,13,12199,4,1
big,gold,9.587162685185733,27,20,8647,3,5
big,iron,13.551169742803905,5,6,12110,9,2
big,gold,19.621189680385942,58,26,5973,5,1
big,gold,8.464391178949583,43,18,17978,2,5
big,iron,7.996291382761762,50,19,10386,5,2
big,iron,17.778997880245626,6,4,4090,2,4
big,iron,5.195880040524812,8,5,9763,0,5
big,iron,7.6134732826973,9,14,7459,6,4
big,iron,9.909911319485351,60,6,3577,7,1
small,iron,16.074252062945934,44,15,9874,3,1
big,gold,12.206972433783129,50,27,5377,3,3
big,iron,10.899928538159896,38,16,10479,2,3
small,gold,18.781164004225253,21,23,2216,1,3
big,gold,16.338658929984792,21,15,5650,2,4
big,iron,14.492462417293797,5,15,5846,2,2
small,iron,10.10049016961528,14,23,10199,2,4
big,iron,17.88325888846839,39,28,469,5,1
small,gold,8.796349163232442,25,10,3255,2,5
small,iron,19.18877828657298,33,30,11247,3,1
big,gold,8.907030701304496,53,18,7420,0,1
big,gold,17.30128097797383,7,10,934,1,5
big,gold,18.713172259823434,44,12,18887,5,3
small,gold,8.397670283219131,59,7,16743,5,3
small,iron,8.44146576105627,54,20,3702,5,1
big,gold,6.178977722317287,12,6,4261,0,5
small,iron,10.119979345381951,17,15,2742,5,1
big,iron,12.503867799572028,37,4,16588,1,3
big,gold,6.289374449968007,28,9,601,0,4
small,gold,7.194957910973537,39,16,19694,0,5
small,gold,11.332346638601427,40,20,14642,8,2
small,iron,7.702063966424123,9,22,105,3,4
big,iron,16.602389361210307,53,10,12388,3,1
big,iron,9.836781408799279,6,12,14963,5,4
big,iron,5.69509267241938,37,14,4034,1,3
small,gold,7.317847317902334,56,15,1980,0,4
big,gold,9.60860502189362,2,15,8079,5,5
small,iron,7.186869930419714,26,7,3979,3,3
small,iron,8.233268148657706,27,28,3839,4,2
small,gold,8.098923738086675,25,12,13661,3,4
big,iron,11.280266212842083,52,23,13973,0,3
big,iron,12.861183741539238,4,21,17757,3,5
big,gold,14.338600511073464,48,20,2756,5,1
big,gold,18.640755826776704,0,30,1148,0,4
big,gold,15.321055002116132,58,7,15109,0,4
big,gold,7.97880969186424,59,13,13340,2,4
small,iron,11.737856465179759,45,12,6798,2,3
big,iron,15.942651311618896,51,30,9078,3,1
big,gold,13.326951366201936,9,5,9508,0,5
small,iron,7.540309025038631,9,12,14495,5,4
big,iron,16.812554776718137,12,18,16141,0,4
small,iron,7.94969841087688,21,4,15540,1,5
big,gold,10.164671661633967,21,7,10635,5,5
small,iron,16.004912575852504,10,28,8280,2,2
small,gold,19.540329980912535,7,4,7723,3,5
small,gold,18.355634829123964,49,8,18052,2,3
small,iron,19.547218398991294,42,13,7662,1,1
big,gold,10.95118005524298,50,13,10367,3,3
small,gold,11.537717201037687,21,24,10457,8,3
big,iron,7.443060630401605,52,12,16221,0,3
small,gold,12.089291848542604,11,15,3287,5,3
big,gold,16.706482404130202,46,17,788,1,3
big,iron,6.033864890384644,14,6,5551,5,2
small,gold,9.78520173808148,31,13,225,5,2
big,gold,18.883530268093008,57,18,11138,10,1
small,gold,7.738375710080753,5,11,19441,3,5
big,gold,9.456878962873382,46,16,4064,5,5
small,gold,19.025887700089598,34,18,2259,9,1
small,gold,10.171950120430662,19,29,12266,3,3
small,iron,17.463697763626136,59,19,19272,5,1
small,iron,9.306481260658918,47,7,5145,3,4
small,iron,8.855174865622821,50,23,1640,5,1
small,iron,7.806357873111887,56,22,12736,5,1
big,gold,5.940008175743129,52,13,19448,6,4
small,gold,11.230398942717176,46,23,2471,1,3
big,gold,15.70123935928051,10,7,11247,1,5
big,iron,12.580158919991653,23,26,10045,1,3
big,iron,11.109971580810427,23,8,5198,3,3
small,gold,8.066547780861695,10,26,15003,2,4
big,iron,15.252608428855803,17,12,6044,4,1
small,gold,8.792843159323125,48,14,6308,1,5
small,gold,5.4811917221660265,35,11,7710,0,3
big,iron,19.468103482679737,3,24,15272,3,2
big,iron,19.137356422637875,41,21,988,0,1
small,iron,8.216887377774693,17,14,6607,5,2
small,gold,8.578827706631893,3,24,15098,0,5
small,iron,13.701546363429504,4,28,15454,5,4
big,gold,11.411248883104635,5,15,15165,5,5
big,iron,18.31683448555593,15,23,17343,3,3
big,iron,11.403638741014575,39,28,3728,4,1
small,gold,7.0374481275336995,19,5,958,2,5
big,gold,13.199830012119795,53,11,2801,4,2
big,iron,6.698769510087018,22,9,5288,4,3
big,gold,11.708150404653471,3,19,7580,3,5
small,iron,13.659186401647542,8,28,19341,0,5
small,gold,19.18011950624861,14,30,18510,10,1
big,gold,9.400348104461294,37,19,1871,0,3
small,gold,14.741372609424923,32,29,3028,2,4
small,gold,5.002679491999497,58,24,2598,3,2
big,iron,18.07167340301688,8,24,17339,4,3
small,iron,9.756447189967064,7,26,305,3,3
big,iron,8.612337183765323,32,26,8369,2,4
big,iron,6.537508725044406,43,5,5320,4,3
small,iron,16.77873427230952,24,19,17304,5,1
small,gold,5.848564322076333,11,6,11792,2,5
small,gold,14.268111761318904,26,7,12871,9,2
small,gold,9.73298053334137,39,29,5109,0,5
small,gold,15.667110430336415,28,22,15317,3,5
small,gold,19.487068799252285,10,20,19374,4,4
big,gold,9.122991071928219,3,29,16326,7,3
small,iron,14.295718636972666,54,23,9215,2,1
small,gold,10.55804315290289,20,17,309,4,3
small,gold,12.641489946597959,1,14,12245,2,5
big,iron,6.249380557790714,25,12,11794,3,5
big,gold,8.065433883601788,13,10,4581,5,3
small,iron,16.913536999471162,12,13,779,7,1
small,gold,10.174059104897905,39,6,12612,4,4
small,gold,5.015140048935102,40,4,15907,5,4
big,gold,9.812763016365546,41,9,5444,1,4
big,iron,15.04522896761917,53,16,11753,3,1
small,gold,19.57382623635308,27,6,18799,3,4
big,gold,17.811772150754887,45,12,12179,4,3
small,iron,16.352985085617007,14,29,16418,0,3
big,gold,18.9397431235177,39,19,15111,4,2
big,gold,14.891437496297458,37,27,237,2,2
small,gold,12.787648354190598,22,8,13329,2,4
big,gold,13.093902924990184,60,24,8230,4,3
big,gold,19.163535349264013,56,7,2889,1,3
big,iron,5.03204254727206,39,4,8298,0,5
big,iron,12.734938758438153,11,4,3790,4,5
small,iron,16.53617728846829,10,18,10898,1,4
small,gold,5.5716383862553815,39,4,7353,4,4
small,iron,17.347702192278096,55,10,16080,9,1
big,iron,17.659607433225293,9,22,16349,2,5
big,gold,12.85387854847598,43,6,17401,4,5
big,iron,17.431712074224116,35,27,13595,1,1
small,gold,7.139521084389643,36,4,11570,5,4
small,iron,19.145961582783162,8,26,12978,1,5
small,gold,5.732664188338303,10,23,13943,5,4
small,gold,5.5587711927724435,26,26,10141,4,4
small,gold,12.860323198028027,18,14,5703,1,4
small,iron,16.02864523759636,38,5,16565,4,2
small,gold,15.500832300878354,29,19,1735,3,2
small,gold,13.25317326889528,38,29,4364,4,2
big,gold,16.75430757331046,36,24,135,2,2
small,iron,14.115753276126046,58,21,6340,1,3
big,iron,17.753008882155353,21,16,458,7,1
small,iron,6.7368557957872905,22,10,5123,0,3
big,iron,19.721368292108462,39,7,14568,2,3
small,gold,18.210891721746115,34,5,6557,0,3
small,gold,18.4290680933525,10,29,4150,0,3
big,iron,10.454123412196473,15,29,6440,0,3
big,gold,19.20298479194992,50,21,14161,0,5
big,iron,7.122533916364416,5,15,893,5,2
big,gold,6.168324839280749,10,9,1840,8,1
big,gold,10.980752564150158,43,29,17603,5,1
big,gold,18.996253673939258,58,22,16240,0,3
big,gold,19.51798937463764,52,5,18592,5,3
big,gold,12.402906311974942,44,15,12509,3,1
small,iron,16.27881039460279,17,13,19296,4,3
big,iron,13.073567168879753,46,25,7582,5,1
big,gold,6.701832023248163,23,23,5546,1,5
small,iron,14.79704866600329,20,23,16457,8,2
small,iron,7.202991891374433,17,25,19616,3,3
big,iron,14.843035628222895,18,11,13898,4,3
big,iron,8.606637974361632,38,15,19784,2,5
big,gold,8.949949530220756,49,23,16692,1,5
big,gold,15.123924256131401,40,10,4605,1,3
big,gold,11.97410459867047,50,18,14200,5,4
big,gold,17.453562542330964,16,25,6186,4,4
big,iron,15.20412660723086,35,22,993,3,2
small,gold,9.424996179777624,41,13,7147,4,4
small,iron,16.656749225033245,23,14,11370,2,3
small,gold,5.970159942440033,48,21,2163,1,4
big,gold,16.02242686544852,34,6,10867,5,3
small,iron,10.780861975884154,16,25,7890,5,2
small,iron,9.531668883319513,42,4,16440,1,4
big,gold,12.839919436974222,3,25,19477,4,5
big,gold,18.60678811918099,48,25,3579,2,4
big,iron,8.851248818159313,11,21,16324,4,5
small,iron,19.990794512646552,27,11,4510,0,2
big,gold,13.833172506202613,45,15,8709,2,3
small,gold,8.78168101898875,48,19,1910,1,3
big,gold,15.36655813671204,21,29,10233,8,1
big,gold,16.030875377932393,39,26,9029,2,2
small,iron,12.9727707932824,5,5,8802,1,4
big,iron,6.958782322630776,51,29,102,7,1
big,gold,17.226606623607207,14,22,9084,5,3
small,gold,17.153629136390364,48,30,12385,2,3
big,gold,16.47845322313591,31,13,1072,4,1
small,gold,16.335602626761364,25,25,3033,4,3
big,iron,10.719888877924733,20,7,6123,2,5
small,iron,12.390930028844103,46,18,3024,4,1
big,gold,14.921912415437212,18,15,15994,1,5
small,gold,7.4854337606078385,36,11,1980,5,3
big,gold,14.063387457495018,1,12,6218,2,4
small,gold,6.652974431739449,40,4,9146,0,5
small,gold,17.717401969486687,7,21,0,10,2
big,gold,6.797405570679754,13,10,4312,4,4
big,iron,16.5862206774339,44,4,784,4,1
small,iron,8.329986075627444,47,10,712,0,3
small,iron,18.92549598728929,6,25,10694,4,2
small,iron,14.869441988606786,7,18,4423,4,1
small,iron,11.467166838260171,7,9,7892,5,1
big,iron,5.654526673401754,11,20,14516,2,4
small,gold,14.107564908841322,15,9,19209,5,3
small,iron,10.670554158537989,21,30,108,4,1
small,iron,16.974445418838616,31,6,14002,1,2
small,gold,16.890800191772332,46,14,5047,2,4
big,gold,15.305497218567384,5,18,3533,5,4
small,gold,9.017333238085431,25,29,4541,3,3
small,gold,7.594350038678309,2,6,1593,1,5
small,iron,12.455888210452388,37,25,5176,0,4
small,iron,11.785289636282565,55,10,19572,4,1
big,gold,15.094172866842966,55,23,4410,1,1
small,gold,12.99221283096585,4,7,5883,1,5
big,gold,12.42399213226292,43,8,7060,6,2
big,gold,12.211923105237622,48,30,12693,5,3
small,gold,12.563672779518543,50,20,15358,2,3
small,iron,18.08243215787643,2,4,10151,3,4
big,gold,7.563037476839073,8,20,12759,4,5
big,gold,5.28143690010449,22,23,7466,3,5
big,iron,8.327772872848714,3,25,6572,4,5
big,gold,9.654265112327014,20,10,6175,1,4
big,gold,14.186270074671668,14,19,14327,3,5
big,iron,17.639475538529954,52,8,1779,0,1
big,iron,15.695837519547313,54,30,6669,8,1
small,iron,19.974415097907777,17,9,9531,8,1
big,iron,5.01063252115654,44,9,9469,4,1
small,gold,7.851796711723708,1,22,14031,0,5
big,gold,6.30641344838569,23,8,12005,5,3
small,gold,14.95385799597602,55,7,1092,2,2
small,iron,11.404489203509993,55,23,11142,0,1
big,gold,9.669474574549767,23,7,12409,3,5
small,iron,9.689845029304855,39,30,7541,3,2
big,iron,18.39465535016557,3,25,31,2,4
big,iron,6.132630063444323,48,10,5279,4,3
small,iron,9.701010831268004,14,5,79,3,4
big,iron,12.498353529622568,5,5,13114,1,5
small,iron,11.173790092712892,32,18,8017,3,1
big,iron,15.312866247300084,50,21,7934,2,3
big,iron,14.112322043576233,38,13,13116,0,4
big,iron,17.00707493878976,29,24,11605,1,4
big,iron,17.662480400161638,16,19,15710,5,3
big,iron,10.999093271950663,5,17,8256,6,3
big,gold,17.99107628050368,1,4,13869,1,5
big,gold,14.482509732198647,2,10,15834,2,5
small,iron,17.905639798090533,20,11,5368,5,1
big,gold,11.98058315222186,34,17,18792,3,4
small,gold,5.383508102154907,0,9,13862,4,5
small,gold,14.86960362040261,35,12,18873,3,4
small,iron,19.4901013145909,44,8,2152,5,1
small,gold,18.95428177932633,11,9,722,3,3
big,iron,7.280597903828042,26,27,8447,2,5
small,gold,12.343268309352995,18,17,9474,1,4
small,iron,18.092098099204236,47,29,19936,0,1
small,gold,11.247969373810008,24,5,7283,4,4
small,gold,12.772448266886373,48,16,13754,5,2
big,iron,19.96398102919371,0,23,1808,7,1
big,gold,12.23964456562081,55,26,16740,2,4
small,iron,7.850428070902257,59,24,16772,1,3
big,gold,5.58010156289059,41,15,9248,3,3
big,gold,11.920497848584976,50,30,13356,1,4
